Episode Reward,Penalties,Simulation Steps,Validation Reward,Distance Travelled
-16.495052143617546,-20,14,-4.899901722311429, 0
-19.386546427757974,-20,3,2.3435024235879247, 0
-13.402888032253474,-20,31,39.2185851459736, 0
103.97068794561778,-20,71,34.3348748403618, 0
4.057498078291999,-20,23,7.423711403754787, 0
51.29985863541346,-20,54,13.646414185287906, 0
37.49812018714859,-20,44,35.13061485519855, 0
54.91389727979254,0,50,5.773193793729716, 0
47.956888518913125,0,53,26.968945780799352, 0
154.07899164673722,0,78,87.70687011441474, 0
70.91137249898337,0,55,51.40838612799327, 0
37.25974415903512,-20,49,12.059374613254459, 0
46.982640702219236,0,50,-3.755864846815018, 0
47.50723366844448,0,50,-5.320081668986267, 0
-17.422539739111382,-20,3,-5.341809053407395, 0
-17.422656781818507,-20,3,-2.1957062157523923, 0
-17.421709335634787,-20,3,-4.575379594721438, 0
43.24232039452464,0,50,18.759171086135336, 0
1.2003920267652362,-20,17,8.92412682471976, 0
-5.346121274303984,-20,12,0.05735696299476878, 0
253.33280451883957,0,86,29.815460427665165, 0
4.299144574187139,-20,26,7.374604490109853, 0
48.857250741182305,0,50,8.94907011514016, 0
50.597744764025315,0,50,-2.2336720891437922, 0
61.43402353080023,0,133,58.257207031876725, 0
26.14352212420595,0,133,-8.447025928989932, 0
52.79298702853314,0,89,78.19753828615653, 0
27.24749307242967,0,132,63.809862120204386, 0
-16.37293254553328,-20,19,27.193169528106615, 0
-18.253970793378244,-20,10,9.646988411857805, 0
-17.483260525822857,-20,14,92.96932836859062, 0
32.043571579723,0,137,135.35059231547575, 0
80.66331853572382,0,102,103.63113723047935, 0
76.41476414491635,0,75,137.51520751460944, 0
64.62846268738666,0,60,113.57386088361702, 0
63.88527161989351,0,50,103.0188740984418, 0
61.51210936158236,0,50,75.92242458636133, 0
30.54128204145213,0,142,36.65869170403586, 0
-19.401033911835864,-20,4,35.72031166748454, 0
-17.141734994205443,-20,12,35.95250367866337, 0
-17.846236113462968,-20,12,-6.829064461738355, 0
-19.606575444863015,-20,3,32.46738466585773, 0
26.78695560240692,0,131,0.429088240386859, 0
25.957919286064932,0,127,2.0576915948744965, 0
28.317983928341828,0,137,0.4208781290492585, 0
99.88326582212954,-20,47,-4.8270053213280155, 0
27.33095438262176,0,138,-6.965539117957818, 0
9.259327671331452,-20,125,-0.3021320746073748, 0
-18.72093311046457,-20,6,-1.0310749592934307, 0
27.471173850167734,0,133,4.542633924353227, 0
-18.621552073745683,-20,6,-8.24429581190354, 0
26.321362334234614,0,133,-6.400964762602926, 0
20.018190621905173,0,50,-4.401778095337628, 0
26.808946036830363,0,134,5.140290809521318, 0
23.300115885534066,0,120,33.51620429186966, 0
16.055411864493923,-20,42,-8.2451508094413, 0
26.860310620895987,0,130,11.962412498979678, 0
-19.810352974070142,-20,2,-6.401128301503627, 0
48.856316228672085,0,100,36.0542653409424, 0
27.349218447737552,0,138,70.82098338283899, 0
115.7606786098709,-20,47,30.97836168606853, 0
-13.753706132745185,-20,33,-6.443271389228255, 0
-15.975240343757482,-20,20,-6.492458769892257, 0
23.212902946902744,0,116,-7.090388160198403, 0
-19.807112365239426,-20,2,10.004519198539068, 0
5.0946065504631335,-20,115,41.88452689435371, 0
-18.513730419903876,-20,3,13.769526759722215, 0
-18.7042216755139,-20,2,50.78806156855123, 0
-19.80776816155358,-20,2,54.98899869705332, 0
35.94244968971134,0,60,14.057917241105294, 0
-17.70319739814818,-20,2,76.08002084316377, 0
-19.805612957172965,-20,2,-0.5093189664647255, 0
-17.709358307702843,-20,2,68.90919705209102, 0
84.46111813362717,0,60,2.6217952775955364, 0
19.57192822231919,-20,35,-6.264027754005551, 0
-12.140639243097414,-20,20,-5.024413647193681, 0
-8.36473332850009,-20,35,-2.8636853740260735, 0
-17.681512812714285,-20,2,-0.516333258572665, 0
2.559521691640061,-20,11,42.7757705225434, 0
2.1673795949043573,-20,9,5.827517515989577, 0
-1.0663750977808206,-20,9,0.25145338673172013, 0
73.5133546457659,-20,37,4.209868662528875, 0
-17.68105352636552,-20,2,4.210724953586235, 0
-5.922038044386593,-20,7,-1.29628745612845, 0
-19.25072184309718,-20,4,1.6702163316969436, 0
-15.925123207593648,-20,10,0.6771147956062027, 0
-17.315402429043804,-20,7,1.056751063890914, 0
45.33623395124888,0,50,7.557053866039208, 0
-10.144766956182385,-20,17,-5.960831646924282, 0
36.62387137343616,-20,34,-7.392490141744624, 0
-9.470348712823371,-20,21,-5.701478616746131, 0
-15.020370961176148,-20,8,-7.266013053619695, 0
-9.038451855852642,-20,12,-2.5719253785827423, 0
47.85714968079893,0,80,4.393558690251888, 0
22.337617309129783,0,50,41.39596238600695, 0
-19.790079485901146,-20,2,12.1027804116062, 0
-14.611366528855886,-20,6,4.858760062718767, 0
-17.53378691215607,-20,8,-6.768399450480749, 0
-19.78996259649975,-20,2,51.031953618783724, 0
-15.311622335484913,-20,7,37.83967893626191, 0
-12.726707874802885,-20,9,-5.229425828221659, 0
-11.956530896359062,-20,11,14.780365653513279, 0
-12.021648240145069,-20,8,-6.394022104755347, 0
-10.031498300676267,-20,38,6.846115309104789, 0
-19.790032552791263,-20,2,8.464822330798647, 0
21.95540166262598,0,50,-1.741124178077662, 0
-12.430587494627424,-20,10,-5.392139525976308, 0
23.005431290176222,0,50,-4.308702925247238, 0
-19.471426811035776,-20,3,-3.7545725740356994, 0
-17.922687839416703,-20,6,50.735361337089174, 0
109.32091608071535,-20,46,68.86552468090638, 0
-17.50004663129304,-20,3,84.70466824699994, 0
-10.694505154970724,-20,23,76.51390032499982, 0
-14.489298839235651,-20,12,53.26880534208195, 0
-12.077038284224606,-20,19,60.26880839902882, 0
-8.355965263123705,-20,6,-6.9403303491740935, 0
-8.338973520618964,-20,6,70.5086048929813, 0
-5.684914488467674,-20,19,53.0973613248785, 0
-16.13227082932683,-20,11,38.21450717150268, 0
-17.866904770078598,-20,11,91.30947084014583, 0
-15.610172319510628,-20,6,69.11883176212655, 0
-4.882847675570467,-20,21,37.074758226599606, 0
-14.156326355707268,-20,16,46.66016256566363, 0
-9.291538663955288,-20,16,41.106683155204784, 0
-13.179825270319702,-20,20,22.011994443142953, 0
-17.17542395804345,-20,11,6.7468972340235105, 0
-13.897557622518054,-20,15,41.70548125140734, 0
47.14719143275219,0,50,8.000149018938721, 0
-9.69598824465469,-20,15,14.5697895029489, 0
30.825457452388893,0,92,-6.940337480308514, 0
110.65767108309909,-20,81,54.30145473777969, 0
-16.823559397218766,-20,5,-1.940954456700588, 0
-16.04766705877083,-20,4,38.84558738332562, 0
51.19309439184018,-20,75,4.026050840754934, 0
-19.694314293850848,-20,2,8.951231353282488, 0
-0.7723463376717881,-20,31,51.230718825395705, 0
-19.323844095921928,-20,4,16.59340324894902, 0
-19.322904283472496,-20,3,10.774947135996037, 0
27.080946527131196,0,57,6.338339866984626, 0
-11.25489122140995,-20,14,4.192906203700602, 0
63.86850650932211,0,72,17.204445112042606, 0
-17.655308465647856,-20,13,5.787196551996688, 0
21.57528906875307,0,50,9.031064384048815, 0
-17.469369559423896,-20,7,64.0327063164581, 0
31.896111166959763,0,55,53.92913091164451, 0
-14.256371739500445,-20,15,10.90826331569826, 0
-4.373466554390413,-20,19,49.59195386709839, 0
23.50070106262191,0,50,19.83391511549407, 0
-19.49508694127102,-20,3,12.089538539602373, 0
-14.781969678865078,-20,12,4.426903293714684, 0
